core_freq,gpu_freq,emc_freq,num_cores,memory_growth,logical_devices,scheduler.policy,vm.swappiness,vm.vfs_cache_pressure,vm.dirty_background_ratio,vm.drop_caches,vm.nr_hugepages,vm.overcommit_ratio,vm.overcommit_memory,vm.overcommit_hugepages,kernel.sched_child_runs_first,kernel.sched_rt_runtime_us,vm.dirty_bytes,vm.dirty_background_bytes,vm.dirty_ratio,swap_memory,kernel.max_pids,kernel.sched_latency_ns,kernel.sched_nr_migrate,kernel.cpu_time_max_percent,kernel.sched_time_avg_ms,inference_time,total_energy_consumption
2035200.0,1211250000.0,40800000.0,2.0,0.9,0.0,0,10,0,80,2,1,50,0,1,0,500000,60,30,50,4,65536,96000000,32,100,2000,284.8767599549593,577033.0936340003
652800.0,1300500000.0,40800000.0,2.0,0.9,1.0,0,100,0,80,2,2,80,2,2,0,500000,60,60,50,1,65536,24000000,128,100,1000,263.66565327463576,567521.7700953123
1881600.0,140250000.0,204000000.0,3.0,0.5,0.0,0,60,500,10,1,2,50,0,0,0,500000,30,60,50,1,32768,24000000,64,10,2000,153.23969551283227,596398.4263659383
806400.0,1122000000.0,102000000.0,2.0,0.5,1.0,1,10,100,80,1,2,50,2,2,1,950000,60,30,10,1,65536,24000000,32,10,2000,109.68593845057062,571841.0744451436
1881600.0,497250000.0,665600000.0,4.0,0.9,1.0,0,100,100,80,1,1,50,0,0,0,500000,60,30,10,4,32768,24000000,128,100,1000,159.45496989311977,624268.9213105091
1267200.0,318750000.0,1062400000.0,3.0,0.9,0.0,1,100,0,80,2,1,50,2,1,1,950000,60,60,50,4,65536,24000000,128,100,1000,128.0592347749847,696984.8273185337
499200.0,1211250000.0,665600000.0,1.0,0.5,1.0,1,100,500,80,1,2,80,2,1,1,950000,60,30,50,1,32768,24000000,32,100,1000,119.31515908176115,579173.4739370277
1267200.0,765000000.0,40800000.0,1.0,0.9,1.0,0,60,500,80,0,1,80,0,1,0,950000,30,60,10,4,65536,24000000,64,100,2000,170.25061177629436,575753.6820171596
1267200.0,854250000.0,665600000.0,1.0,0.9,1.0,0,10,0,10,2,1,80,0,2,1,500000,30,60,50,1,32768,24000000,64,100,1000,123.25488115119184,663124.0979878946
1728000.0,1122000000.0,204000000.0,4.0,0.9,0.0,0,100,0,80,3,2,80,2,0,1,950000,60,30,10,4,32768,24000000,128,100,1000,103.65792976204692,624583.033844155
1728000.0,140250000.0,204000000.0,4.0,0.5,0.0,1,10,0,80,0,1,80,0,0,0,950000,30,30,50,4,32768,24000000,128,10,2000,135.8082505201965,658748.8583398203
652800.0,318750000.0,204000000.0,3.0,0.5,1.0,0,10,500,10,1,1,80,0,0,1,500000,30,60,10,4,32768,24000000,128,100,1000,113.57009944771225,579383.4336916058
1728000.0,1300500000.0,1866000000.0,2.0,0.5,1.0,0,10,100,80,2,2,50,2,2,0,950000,60,30,10,4,32768,24000000,128,10,1000,140.91979158810463,660788.9580759982
652800.0,675750000.0,68000000.0,1.0,0.5,0.0,0,100,100,10,0,2,80,0,1,0,950000,60,30,50,4,32768,24000000,128,100,1000,152.4882793971139,632665.5989074279
499200.0,765000000.0,102000000.0,3.0,0.9,1.0,1,60,0,10,0,1,50,0,2,1,500000,30,60,50,1,32768,96000000,128,10,1000,148.85493683394876,577590.5734745066
960000.0,408000000.0,1866000000.0,4.0,0.5,0.0,1,100,500,10,3,1,80,2,2,1,950000,30,30,50,1,65536,24000000,128,10,2000,114.90866542737265,566136.0522157705
1113600.0,497250000.0,204000000.0,4.0,0.9,0.0,1,60,500,10,0,2,80,2,2,1,500000,60,60,10,1,65536,96000000,128,100,2000,162.2583161862935,670157.8497068725
1574400.0,675750000.0,102000000.0,2.0,0.9,0.0,0,100,0,80,3,1,80,2,1,1,500000,30,30,10,4,32768,96000000,64,10,2000,178.41529567601768,640926.8431121038
960000.0,675750000.0,102000000.0,1.0,0.5,0.0,0,10,100,10,0,2,50,0,1,0,950000,60,30,50,1,32768,24000000,128,10,1000,139.7955057144402,568927.8155240421
652800.0,318750000.0,1062400000.0,1.0,0.9,0.0,1,10,0,10,2,1,50,2,2,1,950000,30,60,50,1,65536,24000000,128,10,1000,89.35512891457411,597842.9674525314
652800.0,765000000.0,1331200000.0,1.0,0.9,0.0,0,60,0,10,0,1,50,2,2,1,950000,60,30,50,1,65536,96000000,32,100,1000,112.38471288239049,604853.969282293
1728000.0,497250000.0,204000000.0,4.0,0.5,0.0,0,60,500,80,3,1,80,2,1,1,500000,30,30,50,1,32768,96000000,32,10,2000,150.34434045187118,668813.4196670472
2035200.0,765000000.0,1866000000.0,4.0,0.9,0.0,1,60,500,80,3,1,50,0,0,1,500000,60,30,50,4,65536,24000000,64,10,2000,150.09811857919982,695092.4182567681
1574400.0,675750000.0,1866000000.0,4.0,0.9,1.0,1,10,500,10,2,1,50,0,0,1,500000,60,60,10,4,65536,96000000,32,10,1000,127.3802008593422,673081.7123205819
1728000.0,497250000.0,40800000.0,4.0,0.9,1.0,1,60,100,10,0,1,80,0,2,1,950000,60,60,50,1,32768,96000000,64,10,1000,129.5491483656063,653038.0778845575
806400.0,318750000.0,40800000.0,3.0,0.9,0.0,0,60,0,10,1,1,50,2,1,0,500000,30,60,50,4,65536,96000000,64,10,1000,170.82954284292998,561696.6760128011
2035200.0,1032750000.0,68000000.0,3.0,0.5,0.0,0,100,0,10,0,2,50,0,2,0,500000,30,30,10,1,32768,96000000,128,10,2000,114.29886679856912,561441.6967429658
345600.0,497250000.0,40800000.0,3.0,0.5,1.0,1,10,0,80,3,2,50,0,2,0,950000,60,60,10,4,65536,24000000,128,100,2000,175.73264817468086,587815.9920134862
1881600.0,854250000.0,68000000.0,2.0,0.5,1.0,0,100,500,10,0,1,50,0,0,0,500000,60,30,50,1,32768,96000000,32,100,2000,88.6104439187578,616422.5266792731
1728000.0,765000000.0,665600000.0,4.0,0.5,0.0,0,60,100,10,3,2,50,2,2,1,950000,60,30,50,1,32768,24000000,32,100,1000,165.24042648074123,596106.8280182095
960000.0,675750000.0,68000000.0,1.0,0.9,0.0,0,60,500,80,1,2,50,0,0,1,950000,60,60,10,4,65536,24000000,64,10,1000,136.5174664625455,580736.4893909778
652800.0,675750000.0,204000000.0,1.0,0.5,1.0,1,60,100,10,0,1,80,0,2,1,950000,60,60,50,1,32768,96000000,64,10,1000,129.76995456299326,588348.3381012025
